id,ope8_id,ope6_id,name,city,state,zip,accreditor,school_url,price_calculator_url,main_campus,branches,region_id
103927,2100607,21006,Carrington College-Tucson,Tucson,18,85745,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,https://carrington.edu/,https://carrington.edu/financial-aid/how-much-will-it-cost/,0,6,6
103945,3120300,31203,CollegeAmerica-Flagstaff,Flagstaff,18,86001,Accrediting Commission of Career Schools and Colleges,www.collegeamerica.edu,https://www.collegeamerica.edu/net-price-calculator,1,3,6
103954,886400,8864,Arizona Academy of Beauty-East,Tucson,18,85712,National Accrediting Commission of Career Arts and Sciences,www.arizonaacademy.com,www.arizonaacademy.com,1,1,6
103963,2306807,23068,Platt College-Arizona Automotive Institute Arizona,Glendale,18,85301,Accrediting Commission of Career Schools and Colleges,www.aai.edu,www.aai.edu/NetPriceCalculatorAAI/npcalc.htm,0,10,6
104090,2218800,22188,Brookline College-Phoenix,Phoenix,18,85021,Accrediting Bureau of Health Education Schools,www.brooklinecollege.edu,brooklinecollege.studentaidcalculator.com/survey.aspx,1,4,6
104151,108100,1081,Arizona State University-Tempe,Tempe,18,85287,Higher Learning Commission,www.asu.edu/,https://students.asu.edu/financialaid/net-price,1,10,6
104160,107100,1071,Arizona Western College,Yuma,18,85365,Higher Learning Commission,www.azwestern.edu,schedule.azwestern.edu/npcalc/npcalc.html,1,1,6
104179,108300,1083,University of Arizona,Tucson,18,85721,Higher Learning Commission,www.arizona.edu,financialaid.arizona.edu/general/net-price-calculator,1,2,6
104188,2491500,24915,Southwest University of Visual Arts-Tucson,Tucson,18,85716,Higher Learning Commission,www.suva.edu,www.suva.edu/NetPriceCalculator/,1,2,6
104346,728300,7283,Central Arizona College,Coolidge,18,85128,Higher Learning Commission,www.centralaz.edu,doc.centralaz.edu/NetPriceCalculator/npcalc.htm,1,1,6
104391,2280500,22805,Charles of Italy Beauty College,Lake Havasu City,18,86403,National Accrediting Commission of Career Arts and Sciences,www.charlesofitaly.edu,www.charlesofitaly.edu,1,1,6
104425,107200,1072,Cochise County Community College District,Sierra Vista,18,85635,Higher Learning Commission,https://www.cochise.edu,https://www.cochise.edu/netprice/npcalc.htm,1,1,6
104434,1054207,10542,Empire Beauty School-Flagstaff,Flagstaff,18,86004,National Accrediting Commission of Career Arts and Sciences,www.empire.edu,www.empire.edu/net-price-calculator,0,14,6
104443,1054208,10542,Empire Beauty School-Chandler,Chandler,18,85224,National Accrediting Commission of Career Arts and Sciences,www.empire.edu,www.empire.edu/net-price-calculator,0,14,6
104504,2582700,25827,Cortiva Institute-Tucson,Tucson,18,85710,Accrediting Commission of Career Schools and Colleges,www.cortiva.com/,www.cortiva.com/npc/NetPriceCalculator_Tucson_Hoboken/npcalc_tucson_hoboken.htm,1,1,6
104568,1085800,10858,Avalon School of Cosmetology-Mesa,Mesa,18,85210,National Accrediting Commission of Career Arts and Sciences,avalon.edu/locations/mesa-az/,avalon.edu/financial-aid/net-price-calculator-2-2/,1,3,6
104577,107300,1073,Eastern Arizona College,Thatcher,18,85552,Higher Learning Commission,www.eac.edu,eac.edu/Student_Services/Financial_Aid/Net_Price/default.shtm,1,1,6
104586,147902,1479,Embry-Riddle Aeronautical University-Prescott,Prescott,18,86301,Southern Association of Colleges and Schools Commission on Colleges,prescott.erau.edu/,prescotterau.studentaidcalculator.com/survey.aspx,0,2,6
104665,2533200,25332,School of Architecture at Taliesin,Scottsdale,18,85259,Higher Learning Commission,www.taliesin.edu,taliesin.edu/NetPrice/npcalc.htm,1,1,6
104708,107600,1076,Glendale Community College,Glendale,18,85302,Higher Learning Commission,www.gccaz.edu,https://www2.gccaz.edu/policies-disclosures,1,1,6
104717,107400,1074,Grand Canyon University,Phoenix,18,85017,Higher Learning Commission,www.gcu.edu,https://www.gcu.edu/admissions/tuition-and-financing.php,1,1,6
105145,830300,8303,GateWay Community College,Phoenix,18,85034,Higher Learning Commission,www.gatewaycc.edu,www.gatewaycc.edu/enroll/paying-for-college,1,2,6
105154,107700,1077,Mesa Community College,Mesa,18,85202,Higher Learning Commission,www.mesacc.edu,www.mesacc.edu/students/net-price-calculator.html,1,1,6
105206,1186400,11864,Mohave Community College,Kingman,18,86409,Higher Learning Commission,https://www.mohave.edu,https://www.mohave.edu/assets/NetPriceCalculator1415/npcalc.htm,1,1,6
105215,2100500,21005,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Phoenix,18,85027,Accrediting Commission of Career Schools and Colleges,www.uti.edu/,www.uti.edu/student-services/financial-aid/npc,1,3,6
105297,824600,8246,Dine College,Tsaile,18,86556,Higher Learning Commission,https://www.dinecollege.edu,https://www.dinecollege.edu/admissions/net-price-calculator/,1,1,6
105330,108200,1082,Northern Arizona University,Flagstaff,18,86011,Higher Learning Commission,https://nau.edu/,https://nau.edu/office-of-scholarships-and-financial-aid/budgeting-for-college/,1,1,6
105349,1186200,11862,Northland Pioneer College,Holbrook,18,86025,Higher Learning Commission,www.npc.edu,www.npc.edu/net-price-calculator,1,1,6
105367,193701,1937,Ottawa University-Phoenix,Phoenix,18,85021,Higher Learning Commission,www.ottawa.edu,www.ottawa.edu/resources/netpricecalculator/npcalc.htm,0,5,6
105428,107800,1078,Phoenix College,Phoenix,18,85013,Higher Learning Commission,www.phoenixcollege.edu,www2.maricopa.edu/about-us/quick-facts/tuition-fees/net-price-calculators/colleges/phoenix,1,1,6
105482,2623800,26238,Cortiva Institute-Scottsdale,Scottsdale,18,85257,Accrediting Council for Continuing Education & Training,www.cortiva.com/,www.cortiva.com/locations/arizona-massage-school/tuition-financial-aid.aspx,1,1,6
105525,726600,7266,Pima Community College,Tucson,18,85709,Higher Learning Commission,www.pima.edu,www.pima.edu/web/net-price-calculator/npc.htm,1,1,6
105534,2217100,22171,Pima Medical Institute-Tucson,Tucson,18,85716,Accrediting Bureau of Health Education Schools,pmi.edu,https://secure.pmi.edu/npcalc/,1,12,6
105543,2217103,22171,Pima Medical Institute-Albuquerque,Albuquerque,47,87110,Accrediting Bureau of Health Education Schools,pmi.edu,https://secure.pmi.edu/npcalc/,0,12,6
105589,2065300,20653,Prescott College,Prescott,18,86301,Higher Learning Commission,www.prescott.edu,www.prescott.edu/apply/true-cost-calculator/index.html,1,1,6
105659,1168900,11689,Refrigeration School Inc,Phoenix,18,85034,Accrediting Commission of Career Schools and Colleges,https://www.refrigerationschool.com,https://www.refrigerationschool.com/calculator/,1,1,6
105668,2177500,21775,Rio Salado College,Tempe,18,85281,Higher Learning Commission,www.rio.maricopa.edu,www.maricopa.edu/become-a-student/tuition-paying/net-price-calculator/rio-salado,1,1,6
105677,2113800,21138,Roberto-Venn School of Luthiery,Phoenix,18,85007,Accrediting Commission of Career Schools and Colleges,www.roberto-venn.com,www.roberto-venn.com/NetPrice/npcalc.htm,1,1,6
105701,3005000,30050,Hair Academy of Safford,Safford,18,85546,,hairacademysafford.com,hairacademysafford.com,1,1,6
105747,830400,8304,Scottsdale Community College,Scottsdale,18,85256,Higher Learning Commission,www.scottsdalecc.edu,www.scottsdalecc.edu/admissions/cashiers-office/net-price-calculator,1,1,6
105792,2146600,21466,South Mountain Community College,Phoenix,18,85042,Higher Learning Commission,www.southmountaincc.edu,www.southmountaincc.edu/disclosures/,1,1,6
105899,711300,7113,Arizona Christian University,Phoenix,18,85032,Higher Learning Commission,www.arizonachristian.edu,arizonachristian.edu/admissions/financial-aid/calculator,1,1,6
106041,822100,8221,Universal Technical Institute of Arizona Inc,Avondale,18,85323,Accrediting Commission of Career Schools and Colleges,www.uti.edu,www.uti.edu/student-services/financial-aid/npc,1,6,6
106102,2171500,21715,Western International University,Tempe,18,85282,,www.west.edu,www.west.edu/calc/npcalc.htm,1,1,6
106111,945915,9459,Empire Beauty School-NW Phoenix,Phoenix,18,85051,National Accrediting Commission of Career Arts and Sciences,www.empire.edu,www.empire.edu/net-price-calculator,0,10,6
106148,107900,1079,Yavapai College,Prescott,18,86301,Higher Learning Commission,www.YC.EDU,www.yc.edu/webtools/forms/netpricecalc/,1,1,6
106245,110100,1101,University of Arkansas at Little Rock,Little Rock,32,72204,Higher Learning Commission,ualr.edu/www/,ualr.edu/finaid/npc/npcalc.htm,1,1,5
106263,110900,1109,University of Arkansas for Medical Sciences,Little Rock,32,72205,Higher Learning Commission,www.uams.edu,studentfinancialservices.uams.edu/tuition-and-fees/,1,1,5
106306,108700,1087,Arkansas Baptist College,Little Rock,32,72202,Higher Learning Commission,www.arkansasbaptist.edu,www.arkansasbaptist.edu/financial-aid/net-price-calculator/,1,1,5
106315,3005100,30051,Arkansas Beauty School-Little Rock,Little Rock,32,72209,National Accrediting Commission of Career Arts and Sciences,arkbeautyschool.com,arkbeautyschool.com,1,1,5
106324,3997300,39973,Arkansas Beauty College,Russellville,32,72801,Accrediting Commission of Career Schools and Colleges,www.arkansasbeautycollegersvlar.com/,arkansasbeautycollegersvlar.com,1,1,5
106342,108800,1088,Lyon College,Batesville,32,72501,Higher Learning Commission,www.lyon.edu,https://my.lyon.edu/ICS/Portal_Homepage.jnz?portlet=External_Content,1,1,5
106351,3023400,30234,Arkansas College of Barbering and Hair Design,North Little Rock,32,72114,Accrediting Commission of Career Schools and Colleges,www.arkansascollegeofbarbering.com,www.arkansascollegeofbarbering.com,1,2,5
106360,2363500,23635,Arthur's Beauty College Inc-Fort Smith,Fort Smith,32,72901,National Accrediting Commission of Career Arts and Sciences,www.arthursbeautycollege.com,www.arthursbeautycollege.com/fort-smith.html,1,2,5
106397,110800,1108,University of Arkansas,Fayetteville,32,72701,Higher Learning Commission,https://www.uark.edu,https://finaid.uark.edu/aid-calculator.php,1,1,5
106412,108600,1086,University of Arkansas at Pine Bluff,Pine Bluff,32,71601,Higher Learning Commission,www.uapb.edu,www.uapb.edu/admissions/net_price_calculator.aspx,1,1,5
106449,109100,1091,Arkansas State University-Beebe,Beebe,32,72012,Higher Learning Commission,www.asub.edu,www.asub.edu/financial-aid/1718-files/npcalc.htm,1,1,5
106458,109000,1090,Arkansas State University-Main Campus,Jonesboro,32,72401,Higher Learning Commission,www.astate.edu/,www.astate.edu/a/finaid/tuition-fees/net-price-calculator/index.dot,1,1,5
106467,108900,1089,Arkansas Tech University,Russellville,32,72801,Higher Learning Commission,www.atu.edu,www.atu.edu/finaid/npcalc.htm,1,1,5
106485,108500,1085,University of Arkansas at Monticello,Monticello,32,71656,Higher Learning Commission,www.uamont.edu/,uam-web2.uamont.edu/netprice/npcalc.htm,1,1,5
106494,2538500,25385,Arthur's Beauty College Inc-Jacksonville,Jacksonville,32,72076,National Accrediting Commission of Career Arts and Sciences,arthursbeautycollege.com,www.arthursbeautycollege.com/jacksonville.html,1,2,5
106546,3105200,31052,Baptist Health College Little Rock,Little Rock,32,72210,Accrediting Bureau of Health Education Schools,https://www.bhclr.edu,https://www.bhclr.edu/student-services/accounts/netprice/npcalc.htm,1,1,5
106625,2052200,20522,Black River Technical College,Pocahontas,32,72455,Higher Learning Commission,www.blackrivertech.edu,www.blackrivertech.org/financial-aid/net-price-calculator,1,1,5
106704,109200,1092,University of Central Arkansas,Conway,32,72035,Higher Learning Commission,www.uca.edu,uca.edu/financialaid/financial-aid-net-price-calculator/,1,1,5
106713,109300,1093,Central Baptist College,Conway,32,72034,Higher Learning Commission,www.cbc.edu,www.cbc.edu/financial_aid/net_price_calculator.aspx,1,1,5
106795,2220900,22209,Cossatot Community College of the University of Arkansas,De Queen,32,71832,Higher Learning Commission,www.cccua.edu/,www.cccua.edu/pay-for-college/net-price-calculator,1,1,5
106810,109500,1095,Crowley's Ridge College,Paragould,32,72450,Higher Learning Commission,www.crc.edu/,www.crc.edu/,1,1,5
106829,704400,7044,Crowley's Ridge Technical Institute,Forrest City,32,72335,Council on Occupational Education,www.crti.tec.ar.us,www.crti.tec.ar.us,1,1,5
106883,1226000,12260,East Arkansas Community College,Forrest City,32,72335,Higher Learning Commission,https://WWW.EACC.EDU,https://www.eacc.edu/pages?id=100,1,1,5
106892,2272400,22724,Eastern College of Health Vocations-Little Rock,Little Rock,32,72205,Accrediting Bureau of Health Education Schools,www.easterncollege.edu,www.easterncollege.edu,1,2,5
106908,3124900,31249,Imagine-Paul Mitchell Partner School,North Little Rock,32,72117,National Accrediting Commission of Career Arts and Sciences,paulmitchell.edu/littlerock,paulmitchell.edu/littlerock/programs/cosmetology,1,1,5
106980,1210500,12105,National Park College,Hot Springs,32,71913,Higher Learning Commission,www.np.edu,np.edu/admissions/financial-aid/consumer-disclosures/npcalc.htm,1,1,5
106999,2073500,20735,University of Arkansas Community College-Batesville,Batesville,32,72503,Higher Learning Commission,www.uaccb.edu,www.uaccb.edu/sites/default/files/content/net-price-calculator/net-price-calculator.html,1,1,5
107044,109700,1097,Harding University,Searcy,32,72149,Higher Learning Commission,www.harding.edu,www.harding.edu/admissions/npc.html,1,2,5
107071,109800,1098,Henderson State University,Arkadelphia,32,71999,Higher Learning Commission,www.hsu.edu,www.hsu.edu/net-price-calculator/,1,1,5
107080,109900,1099,Hendrix College,Conway,32,72032,Higher Learning Commission,www.hendrix.edu,www.hendrix.edu/Admission/PriceCalculator/,1,1,5
107099,3007100,30071,Hot Springs Beauty College,Hot Springs,32,71901,National Accrediting Commission of Career Arts and Sciences,hotspringsbeautycollege.com,hotspringsbeautycollege.com,1,1,5
107123,2330800,23308,Jefferson Regional Medical Center School of Nursing,Pine Bluff,32,71603,Accrediting Bureau of Health Education Schools,www.jrmc.org,www.jrmc.org/schoolofnursing/Calculator/npcalc.htm,1,1,5
107141,110000,1100,John Brown University,Siloam Springs,32,72761,Higher Learning Commission,www.jbu.edu,info.eaglenet.jbu.edu/npc,1,1,5
107220,2341700,23417,Career Academy of Hair Design,Springdale,32,72764,National Accrediting Commission of Career Arts and Sciences,www.beautynwa.com,www.beautynwa.com/npcalc/,1,5,5
107293,1074100,10741,Academy of Salon and Spa,Fort Smith,32,72901,National Accrediting Commission of Career Arts and Sciences,www.academysalonspa.com,www.academysalonspa.com,1,1,5
107318,2348200,23482,Arkansas State University Mid-South,West Memphis,32,72301,Higher Learning Commission,www.asumidsouth.edu,www.asumidsouth.edu/NetPriceCalculator16/npcalc.htm,1,1,5
107327,1286000,12860,Arkansas Northeastern College,Blytheville,32,72316,Higher Learning Commission,www.anc.edu,www.anc.edu,1,1,5
107442,2284200,22842,New Tyler Barber College Inc,North Little Rock,32,72114,Accrediting Commission of Career Schools and Colleges,newtylerbarbercollege.edu,newtylerbarbercollege.edu,1,1,5
107460,1226100,12261,North Arkansas College,Harrison,32,72601,Higher Learning Commission,www.northark.edu,www.northark.edu/NetPrice/npcalc.htm,1,1,5
107488,2073700,20737,Northwest Technical Institute,Springdale,32,72764,Council on Occupational Education,www.nwti.edu,www.nwtionline.com/NetPriceCalculator/npcalc.htm,1,1,5
