,user_id,university_id
496,90,454908
497,90,120403
498,91,376321
499,91,441487
500,91,367954
501,91,194736
502,91,188650
503,91,107327
504,91,442620
505,91,142294
506,92,150048
507,93,420866
508,93,167288
509,94,155681
510,94,202170
511,94,173045
512,94,177685
513,94,367459
514,94,168148
515,94,122658
516,94,106263
517,94,114859
518,95,126076
519,95,227836
520,95,20627901
521,95,133809
522,95,157100
523,95,214892
524,95,145275
525,95,133492
526,95,175139
527,95,484385
528,96,42817001
529,96,212832
530,96,215637
531,96,488031
532,97,115861
533,97,442329
534,97,489937
535,97,484783
536,97,480842
537,97,459037
538,97,456180
539,98,199139
540,99,212568
541,99,114637
542,99,153737
543,99,130697
544,99,189404
545,99,233286
546,99,195216
547,99,16061201
548,99,205124
549,99,155566
550,100,457536
551,101,460172
552,101,232308
553,101,101301
554,101,227836
555,101,104151
556,102,230205
557,102,260992
558,102,215008
559,102,487454
560,102,214777
561,102,157678
562,102,487162
563,102,445328
564,102,183150
565,103,10722004
566,103,147776
567,103,262369
568,103,149639
569,103,212391
570,103,226930
571,103,482440
572,104,163541
573,104,129534
574,104,156189
575,104,445300
576,105,106829
577,105,461698
578,105,179894
579,105,476489
580,105,243647
581,105,209490
582,105,486956
583,106,482103
584,106,459268
585,106,262129
586,106,380465
587,106,448646
588,106,214713
589,106,214607
590,106,480471
591,106,150048
592,107,487320
593,107,454786
594,107,369659
595,108,204866
596,108,443702
597,108,215974
598,108,461856
599,109,179265
600,109,133872
601,109,230056
602,109,204680
603,110,210571
604,110,207324
605,110,451857
606,110,381866
607,110,45763301
608,110,13508103
609,110,179159
610,110,152150
611,111,443058
612,111,137351
613,111,165194
614,111,438151
615,112,159319
616,112,417008
617,112,156231
618,112,170620
619,113,229160
620,113,374592
621,113,13017406
622,113,483957
623,113,17501402
624,113,131469
625,114,156727
626,114,381282
627,114,193016
628,114,139214
629,114,418171
630,114,165255
631,114,207388
632,114,121886
633,114,242699
634,115,237011
635,115,175856
636,115,418171
637,115,188261
638,115,476984
639,115,490319
640,115,215628
641,115,101879
642,115,195562
643,115,215284
644,116,436429
645,116,143084
646,116,454786
647,116,177931
648,116,442985
649,116,475699
650,116,224110
651,116,174075
652,117,490142
653,117,201928
654,117,436191
655,117,446288
656,118,123341
657,118,485014
658,118,12268507
659,118,139931
660,118,141255
661,118,164614
662,119,239716
663,119,148654
664,119,194189
665,119,45897305
666,120,238032
667,121,431600
668,121,228529
669,121,454935
670,121,107558
671,121,204121
672,121,488077
673,121,216311
674,122,179894
675,123,236577
676,123,207315
677,123,191199
678,123,110370
679,123,154749
680,124,458982
681,125,419271
682,125,188030
683,125,487807
684,125,215637
685,125,196431
686,126,450988
687,126,386472
688,126,136701
689,126,204796
690,126,428019
691,127,242556
692,127,150251
693,127,461412
694,127,489122
695,127,480569
696,128,142489
697,128,206969
698,128,365240
699,128,219277
700,128,132338
701,128,459985
702,128,240170
703,128,115010
704,128,178396
705,129,369109
706,129,218681
707,129,369659
708,129,428125
709,129,441131
710,129,461537
711,130,480967
712,130,442727
713,130,210146
714,130,443650
715,130,483230
716,130,475255
717,130,230135
718,130,446242
719,130,490276
720,131,363439
721,131,204769
722,131,229887
723,131,15098714
724,131,13090702
725,132,201371
726,133,445726
727,133,193353
728,133,387819
729,133,450766
730,133,143215
731,133,205179
732,133,480833
733,133,137148
734,133,240471
735,134,460835
736,134,154262
737,134,407513
738,134,190114
739,134,459949
740,134,417910
741,135,149772
742,135,16884709
743,135,162007
744,135,148575
745,136,455345
746,136,243823
747,137,172705
748,137,144740
749,138,16947923
750,138,221971
751,138,107099
752,138,42044001
753,138,489344
754,138,216579
755,139,142090
756,139,218539
757,139,189282
758,139,237570
759,139,191676
760,139,376321
761,139,214670
762,139,104717
763,140,419226
764,141,475510
765,141,177816
766,141,450085
767,141,461360
768,141,231837
769,141,219189
770,142,444990
771,142,448071
772,142,212045
773,142,410502
774,142,175643
775,143,242680
776,143,197337
777,143,237987
778,143,459745
779,143,475228
780,143,156392
781,143,451556
782,143,165264
783,144,17355902
784,144,160320
785,144,44378404
786,145,117946
787,146,431099
788,146,174075
789,146,179052
790,146,215929
791,147,159513
792,147,445726
793,147,11643901
794,148,160472
795,148,17706530
796,148,172927
797,148,127732
798,148,448354
799,148,110699
800,148,452009
801,148,480198
802,148,409193
803,149,104665
804,149,203580
805,149,204060
806,149,363721
807,149,486576
808,149,486859
809,149,202161
810,149,110060
811,149,218706
812,150,232308
813,150,128577
814,150,161077
815,150,102030
816,151,445726
817,151,222053
818,151,451626
819,151,486123
820,151,133492
821,151,174190
822,151,17557301
823,151,192448
824,151,455053
825,151,186584
826,152,419721
827,152,454856
828,152,16884710
829,152,458007
830,152,461324
831,152,132374
832,152,127060
833,153,203517
834,154,451282
835,155,451130
836,155,440882
837,155,44903801
838,155,220710
839,155,433165
840,155,401764
841,155,234827
842,155,137759
843,155,444796
844,155,483382
845,156,126289
846,156,156286
847,156,198640
848,156,442383
849,156,214740
850,156,261773
851,156,366535
852,157,444486
853,157,190567
854,157,209205
855,157,111744
856,157,215275
857,157,487481
858,157,216782
859,157,247065
860,157,209296
861,158,126164
862,158,21429002
863,158,480903
864,158,249566
865,159,452027
866,160,230038
867,160,190646
868,160,483911
869,160,108977
870,160,179946
871,160,237598
872,160,460482
873,160,417655
874,161,214041
875,161,404037
876,161,216454
877,161,214652
878,161,219082
879,161,162557
880,161,448576
881,161,418782
882,161,105215
883,162,154059
884,162,250902
885,162,483513
886,162,185509
887,162,449092
888,162,248305
889,163,480888
890,163,448257
891,163,478591
892,163,461810
893,163,132602
894,163,44903803
895,164,365198
896,164,105525
897,164,151351
898,164,166647
899,164,237525
900,164,468255
901,164,173665
902,164,179326
903,165,211909
904,165,367051
905,165,447430
906,165,490106
907,165,153658
908,165,117672
909,166,475617
910,166,234377
911,166,384306
912,166,449816
913,167,11046804
914,167,468963
915,167,407470
916,167,233921
917,167,433101
918,167,221485
919,167,48133101
920,167,101073
921,167,204477
922,168,219277
923,168,245281
924,168,363147
925,168,135337
926,168,247773
927,168,468848
928,169,13017406
929,169,364964
930,170,175272
931,170,107080
932,170,446385
933,170,212753
934,170,188049
935,170,154794
936,170,143181
937,170,174817
938,170,44903802
939,170,240727
940,171,455549
941,171,138813
942,171,192022
943,171,450021
944,172,154101
945,172,415039
946,172,375753
947,172,218894
948,173,217934
949,173,200873
950,173,235167
951,173,455080
952,174,219888
953,174,238759
954,174,457031
955,174,376224
956,174,436483
957,174,110422
958,175,170444
959,175,162104
960,175,16947907
961,175,417886
962,175,155681
963,175,199272
964,175,233897
965,175,447795
966,175,474863
967,175,226833
968,176,475121
969,176,214810
970,177,157669
971,177,102058
972,177,403487
973,177,23368408
974,177,188438
975,177,367884
976,177,461175
977,177,12697901
978,178,195438
979,178,101435
980,178,144564
981,179,196176
982,179,446084
983,179,260910
984,179,159948
985,179,192864
986,179,13830903
987,179,198570
988,179,416801
989,180,15631001
990,180,245430
991,180,486424
992,180,465812
993,180,136659
994,180,487588
995,181,438708
996,181,480000
997,181,168254
998,181,451103
999,181,103909
1000,181,205841
1001,181,140696
1002,182,204635
1003,182,236975
1004,182,460996
1005,182,365426
1006,182,157863
1007,183,218654
1008,183,450960
1009,183,137546
1010,183,240657
1011,183,201195
1012,183,17706517
1013,183,36520405
1014,184,189273
1015,184,450544
1016,185,145099
1017,185,166674
1018,185,171128
1019,185,160409
1020,185,11473401
1021,185,188535
1022,186,115214
1023,186,163028
1024,186,482176
1025,186,127158
1026,186,484738
1027,186,467784
1028,186,173063
1029,186,405872
1030,186,241517
1031,186,140243
1032,187,185332
1033,187,446233
1034,187,199078
1035,187,137087
1036,187,460093
1037,188,449445
1038,188,490513
1039,188,428286
1040,188,490142
1041,188,418782
1042,188,147703
1043,188,18908801
1044,188,153773
1045,188,187532
1046,189,234492
1047,189,414823
1048,189,450711
1049,189,218414
1050,189,166939
1051,190,382267
1052,190,150400
1053,190,185590
1054,190,106449
1055,190,366003
1056,190,48305401
1057,190,480824
1058,191,108870
1059,191,144944
1060,191,455831
1061,191,113634
1062,192,383297
1063,192,43018401
1064,192,146490
1065,192,220978
1066,192,226930
1067,192,124113
1068,192,126182
1069,192,112127
1070,192,487870
1071,193,475413
1072,193,483559
1073,193,17706512
1074,193,132657
1075,193,440420
1076,193,126076
1077,193,156967
1078,194,490133
1079,194,461148
1080,195,220312
1081,195,228769
1082,195,428125
1083,196,19457801
1084,196,451103
1085,196,201283
1086,196,196051
1087,197,130590
1088,197,191728
1089,198,15098707
1090,198,187976
1091,198,14736902
1092,198,144166
1093,198,216542
1094,198,122755
1095,198,137209
1096,198,227377
1097,198,146490
1098,199,113582
1099,199,165167
1100,199,483814
1101,199,216551
1102,199,156921
1103,199,207236
1104,199,243498
1105,200,101505
1106,200,445364
1107,201,172699
1108,201,178369
1109,201,163286
1110,201,157207
1111,201,430795
1112,201,117636
1113,201,181400
1114,201,486099
1115,201,451398
1116,202,441928
1117,202,249566
1118,202,439783
1119,202,191302
1120,202,229780
1121,202,209250
1122,202,420130
1123,203,483920
1124,203,44903806
1125,203,459170
1126,203,178466
1127,203,135081
1128,203,193751
1129,203,413626
1130,203,146241
1131,203,229337
1132,203,189574
1133,204,13017403
1134,204,176947
1135,204,457527
1136,204,245430
1137,204,169187
1138,205,138293
1139,205,434344
1140,206,444316
1141,206,136145
1142,206,175430
1143,206,455099
1144,206,220181
1145,206,262466
1146,207,363147
1147,208,196389
1148,208,17601701
1149,208,105668
1150,208,17706525
1151,208,481340
1152,208,229018
1153,209,162830
1154,209,139959
1155,210,481988
1156,210,428019
1157,210,24378003
1158,210,450377
1159,210,376321
1160,211,17355903
1161,211,119164
1162,211,378576
1163,211,166586
1164,211,162690
1165,211,115001
1166,211,484172
1167,211,123916
1168,211,457536
1169,212,238573
1170,212,201751
1171,212,199838
1172,212,170790
1173,212,422835
1174,212,209542
1175,213,155423
1176,213,237136
1177,214,153375
1178,214,441256
1179,214,198109
1180,214,114734
1181,215,181428
1182,215,17706522
1183,216,184773
1184,216,193186
1185,217,106397
1186,217,237905
1187,217,468769
1188,217,112385
1189,217,445090
1190,217,213525
1191,217,226152
1192,218,483823
1193,218,450401
1194,218,447874
1195,218,217989
1196,218,201104
1197,219,434432
1198,219,115296
1199,219,371034
1200,219,228699
1201,219,200110
1202,219,128780
1203,219,218663
1204,219,486567
1205,219,173470
1206,220,217989
1207,220,148991
1208,220,215390
1209,220,460482
1210,220,456065
1211,220,209038
1212,220,446136
1213,221,100812
1214,222,441900
1215,222,198118
1216,222,484136
1217,222,444398
1218,223,192192
1219,224,209551
1220,224,374990
1221,224,461944
1222,224,198808
1223,224,194763
1224,224,240170
1225,224,417983
1226,224,122728
1227,225,430227
1228,225,208406
1229,225,37369601
1230,225,126748
1231,226,195155
1232,226,449481
1233,226,176716
1234,226,196866
1235,226,24893412
1236,227,407832
1237,227,162061
1238,227,420343
1239,227,491093
1240,227,382416
1241,228,130217
1242,228,368911
1243,228,490285
1244,228,200314
1245,228,101143
1246,228,133526
1247,228,490133
1248,228,180832
1249,229,209065
1250,229,482981
1251,229,227854
1252,229,442329
1253,229,448576
1254,229,366395
1255,229,110529
1256,229,147767
1257,229,456861
1258,230,214731
1259,230,215424
1260,230,217581
1261,231,154095
1262,231,157100
1263,231,136473
1264,231,154341
1265,231,451255
1266,231,197993
1267,232,126289
1268,232,444635
1269,232,441496
1270,233,381945
1271,233,160959
1272,234,455141
1273,234,486938
1274,234,483878
1275,234,48778201
1276,234,438674
1277,234,156408
1278,234,106810
1279,234,368832
1280,234,172918
1281,235,102058
1282,235,186876
1283,235,44378403
1284,235,198464
1285,235,240471
1286,235,219602
1287,236,179511
1288,236,153126
1289,236,166027
1290,237,237783
1291,237,178989
1292,237,480569
1293,237,191515
1294,237,224828
1295,237,195058
1296,237,208637
1297,237,208415
1298,237,219295
1299,238,143279
1300,238,480781
1301,239,476179
1302,239,463056
1303,239,118976
1304,239,194569
1305,240,150163
1306,241,47503301
1307,241,149532
1308,241,194091
1309,241,209676
1310,241,193751
1311,241,151661
1312,241,484932
1313,242,225399
1314,242,470393
1315,242,185262
1316,242,181543
1317,242,382504
1318,242,199892
1319,243,152530
1320,243,216348
1321,243,117636
1322,243,226860
1323,243,476470
1324,243,484385
1325,244,439570
1326,244,101462
1327,245,437103
1328,246,196291
1329,246,101073
1330,246,243346
1331,246,199087
1332,247,191621
1333,247,232566
1334,247,197911
1335,247,490498
1336,247,190080
1337,248,476841
1338,248,220765
1339,248,489788
1340,248,484932
1341,248,206862
1342,248,439905
1343,248,218751
1344,249,122685
1345,249,458168
1346,249,198710
1347,249,130509
1348,249,204431
1349,249,221795
1350,249,460118
1351,250,152600
1352,250,450702
1353,250,371830
1354,250,140553
1355,250,455877
1356,250,390701
1357,250,148140
1358,251,190619
1359,251,177083
1360,251,181464
1361,251,224147
1362,251,372240
1363,251,177436
1364,251,136765
1365,252,436100
1366,252,211088
1367,252,419095
1368,252,155636
1369,252,196653
1370,252,414124
1371,252,11473401
1372,253,458973
1373,253,180595
1374,253,430227
1375,253,132693
1376,253,455275
1377,253,439127
1378,253,115746
1379,253,171395
1380,253,14736901
1381,254,106351
1382,254,203447
1383,254,417910
1384,254,461892
1385,254,476735
1386,254,443571
1387,254,487524
1388,255,417628
1389,255,17706504
1390,255,445054
1391,255,404037
1392,255,444194
1393,255,450979
1394,255,119678
1395,256,226587
1396,256,152530
1397,256,487153
1398,256,214801
1399,256,42817001
1400,256,487870
1401,256,204936
1402,256,205090
1403,257,209506
1404,257,480693
1405,257,490124
1406,257,167835
1407,257,101541
1408,257,121992
1409,257,448275
1410,257,476294
1411,257,155177
1412,257,240596
1413,258,219408
1414,258,142054
1415,258,216038
1416,258,154527
1417,258,228468
1418,258,485120
1419,258,126669
1420,258,139746
1421,258,123013
1422,258,460996
1423,259,175272
1424,260,171155
1425,260,197285
1426,260,158644
1427,260,233082
1428,260,204662
1429,260,204468
1430,261,179955
1431,261,168883
1432,261,447892
1433,261,166939
1434,261,102614
1435,262,420723
1436,262,217323
1437,262,208512
1438,262,146816
1439,262,363934
1440,262,476674
1441,262,201432
1442,262,106829
1443,262,383163
1444,263,125532
1445,263,217475
1446,263,442639
1447,264,154457
1448,264,100654
1449,264,434830
1450,264,42817002
1451,264,144351
1452,264,246974
1453,264,154642
1454,264,187505
1455,264,418533
1456,264,184612
1457,265,22797901
1458,265,176354
1459,265,138275
1460,265,216278
1461,265,488183
1462,265,230199
1463,265,482015
1464,266,126687
1465,266,150437
1466,266,401764
1467,266,204778
1468,266,484729
1469,266,475547
1470,266,440916
1471,266,241793
1472,266,220215
1473,267,175315
1474,267,417381
1475,267,240125
1476,267,188535
1477,267,240055
1478,267,135188
1479,267,444404
1480,267,218414
1481,267,224527
1482,267,225779
1483,268,222822
1484,269,118198
1485,269,433101
1486,269,488004
1487,269,151290
1488,269,129349
1489,269,179645
1490,269,377342
1491,270,383163
1492,270,170301
1493,270,156286
1494,271,409315
1495,271,48079001
1496,272,363013
1497,272,161855
1498,272,481988
1499,272,212771
1500,272,138813
1501,272,110370
1502,272,221591
1503,272,475608
1504,273,246354
1505,273,451617
1506,273,240657
1507,273,220321
1508,274,238324
1509,274,112570
1510,274,153250
1511,275,241395
1512,275,455664
1513,275,486983
1514,275,163268
1515,275,156408
1516,276,106892
1517,276,203289
1518,276,198677
1519,276,111966
1520,276,197285
1521,276,438212
1522,277,101897
1523,277,484020
1524,278,217305
1525,278,414823
1526,278,444413
1527,279,152080
1528,279,377546
1529,279,167729
1530,279,164988
1531,279,210155
1532,279,230205
1533,279,155308
1534,279,197133
1535,280,108065
1536,280,161004
1537,280,232706
1538,280,198844
1539,281,150941
1540,281,457572
1541,281,106148
1542,281,171571
1543,281,126702
1544,282,239318
1545,282,434308
1546,283,139214
1547,283,188021
1548,283,482158
1549,283,461689
1550,283,117113
1551,283,148627
1552,283,188915
1553,283,179946
1554,283,446251
1555,283,176965
1556,284,11508305
1557,284,384342
1558,284,229416
1559,284,138901
1560,284,439482
1561,284,147916
1562,285,443827
1563,285,459967
1564,285,15492501
1565,285,230038
1566,285,447777
1567,285,136215
1568,286,237932
1569,286,476346
1570,286,153658
1571,286,122658
1572,286,127778
1573,286,169099
1574,286,121628
1575,286,215309
1576,287,481085
1577,287,444264
1578,287,440466
1579,287,419332
1580,287,457174
1581,287,451565
1582,287,377485
1583,287,428055
1584,287,460862
1585,287,481377
1586,288,245281
1587,288,220118
1588,288,106713
1589,288,377272
1590,288,215309
1591,288,444370
1592,288,194736
1593,288,404383
1594,288,132675
1595,288,480727
1596,289,487861
1597,289,391546
1598,289,104090
1599,289,487047
1600,289,438708
1601,290,147828
1602,290,449889
1603,290,175041
1604,290,240365
1605,290,174136
1606,291,460978
1607,291,413617
1608,292,122180
1609,292,476708
1610,292,203739
1611,292,11917301
1612,292,458283
1613,293,176053
1614,293,240790
1615,293,210492
1616,293,221591
1617,293,113218
1618,294,163976
1619,294,490054
1620,294,192439
1621,294,161004
1622,294,143695
1623,295,458043
1624,295,137245
1625,295,171456
1626,296,194435
1627,296,101912
1628,296,160597
1629,296,175935
1630,296,139719
1631,296,114716
1632,297,170037
1633,297,214476
1634,298,475839
1635,298,202152
1636,298,162122
1637,298,214023
1638,298,459949
1639,298,189574
1640,298,419660
1641,298,13508110
1642,298,154208
1643,298,484835
1644,299,174385
1645,299,111461
1646,299,170620
1647,299,196291
1648,299,465812
1649,299,449269
1650,299,192749
1651,300,212009
1652,300,198978
1653,300,431105
1654,300,159656
1655,301,180878
1656,301,137281
1657,301,368647
1658,301,127389
1659,302,243498
1660,302,447591
1661,302,123280
1662,303,483638
1663,303,216825
1664,303,232089
1665,303,44098901
1666,303,479983
1667,304,130314
1668,304,162122
1669,304,104708
1670,304,418889
1671,304,190594
1672,304,231970
1673,304,364627
1674,305,221670
1675,305,198729
1676,306,455053
1677,306,154712
1678,306,442523
1679,306,490267
1680,306,458256
1681,306,199795
1682,306,445692
1683,306,420574
1684,307,120403
1685,307,207050
1686,307,122746
1687,307,202170
1688,307,123800
1689,307,210368
1690,307,363882
1691,308,441210
1692,308,206279
1693,308,183859
1694,309,461306
1695,309,434016
1696,309,178721
1697,309,222178
1698,309,375230
1699,309,221388
1700,309,451079
1701,309,441016
1702,310,195289
1703,310,476674
1704,310,475866
1705,310,126863
1706,310,183822
1707,310,240392
1708,310,151102
1709,311,454582
1710,311,115357
1711,311,484002
1712,311,407407
1713,311,107974
1714,312,155450
1715,312,438586
1716,312,187620
1717,312,199768
1718,312,475060
1719,313,44378405
1720,313,224004
1721,314,460534
1722,314,475705
1723,315,455831
1724,315,173902
1725,315,437608
1726,315,427894
1727,315,455901
1728,316,480569
1729,316,451529
1730,316,451398
1731,316,134024
1732,317,112561
1733,317,228316
1734,317,240745
1735,317,165556
1736,317,107789
1737,318,413820
1738,318,199634
1739,318,107071
1740,318,107725
1741,319,105330
1742,319,213321
1743,319,160658
1744,319,441070
1745,319,106704
1746,319,455831
1747,319,445027
1748,319,237525
1749,320,235097
1750,320,45316304
1751,320,175263
1752,320,215044
1753,320,388663
1754,320,444796
1755,321,468705
1756,321,455859
1757,321,199625
1758,321,155007
1759,322,167215
1760,322,192785
1761,323,160472
1762,323,457420
1763,323,154262
1764,323,101462
1765,323,129695
1766,323,149842
1767,323,121691
1768,324,136109
1769,324,179991
1770,325,48305401
1771,326,192509
1772,326,460774
1773,326,191676
1774,326,440217
1775,326,167899
1776,326,475024
1777,326,173966
1778,327,118347
1779,328,117645
1780,328,198817
1781,328,133942
1782,328,451264
1783,328,487861
1784,328,155177
1785,328,491145
1786,329,475200
1787,329,164535
1788,329,458098
1789,329,407142
1790,329,199193
1791,329,490188
1792,330,449348
1793,330,450119
1794,330,44903801
1795,330,123448
1796,330,438805
1797,330,102298
1798,330,180948
1799,330,447777
1800,330,45897306
1801,330,15631005
1802,331,406033
1803,331,487153
1804,331,198987
1805,331,482334
1806,331,115755
1807,331,165608
1808,331,484747
1809,331,17706515
1810,331,459949
1811,332,165671
1812,332,484604
1813,333,156213
1814,333,234155
1815,334,420316
1816,334,371964
1817,334,141936
1818,334,48065701
1819,334,490814
1820,334,443632
1821,334,369516
1822,334,440457
1823,334,133942
1824,335,164173
1825,335,113218
1826,335,438179
1827,335,113856
1828,335,203146
1829,335,219408
1830,336,101462
1831,336,243586
1832,337,461704
1833,337,231411
1834,337,445258
1835,337,192448
1836,337,148575
1837,337,431071
1838,337,37593901
1839,337,118161
1840,338,147767
1841,338,442295
1842,338,470038
1843,338,115001
1844,338,145831
1845,338,20627901
1846,338,45897301
1847,338,208725
1848,338,165662
1849,339,162584
1850,339,105482
1851,340,237880
1852,340,431105
1853,340,126049
1854,340,130590
1855,340,440989
1856,340,181093
1857,340,198756
1858,340,490276
