university_id,major_id
101499,19
101499,20
101499,21
101499,22
101499,23
101499,24
101499,25
101499,26
101499,27
101499,28
101499,29
101499,30
101499,31
101499,32
101499,33
101499,34
101499,35
101499,36
101499,37
101505,1
101505,2
101505,3
101505,4
101514,1
101514,2
101514,3
101514,4
101514,5
101514,6
101514,7
101514,8
101514,9
101514,10
101514,11
101514,12
101514,13
101514,14
101541,1
101541,2
101541,3
101541,4
101541,5
101541,6
101541,7
101541,8
101541,9
101541,10
101541,11
101541,12
101541,13
101541,14
101541,15
101541,16
101541,17
101541,18
101541,19
101541,20
101541,21
101541,22
101541,23
101541,24
101569,1
101569,2
101569,3
101569,4
101569,5
101569,6
101569,7
101569,8
101569,9
101569,10
101569,11
101569,12
101569,13
101569,14
101569,15
101569,16
101569,17
101569,18
101569,19
101569,20
101569,21
101569,22
101569,23
101569,24
101569,25
101569,26
101569,27
101569,28
101569,29
101569,30
101569,31
101569,32
101569,33
101569,34
101569,35
101569,36
101569,37
101587,1
101587,2
101587,3
101587,4
101587,5
101587,6
101587,7
101587,8
101587,9
101587,10
101587,11
101587,12
101602,1
101602,2
101602,3
101602,4
101602,5
101602,6
101602,7
101602,8
101602,9
101602,10
101602,11
101602,12
101602,13
101602,14
101602,15
101602,16
101602,17
101602,18
101602,19
101602,20
101602,21
101602,22
101602,23
101602,24
101602,25
101602,26
101602,27
101648,1
101648,2
101648,3
101648,4
101648,5
101648,6
101648,7
101648,8
101648,9
101648,10
101648,11
101648,12
101648,13
101648,14
101648,15
101648,16
101675,1
101675,2
101675,3
101675,4
101675,5
101675,6
101675,7
101675,8
101675,9
101675,10
101675,11
101675,12
101675,13
101675,14
101675,15
101675,16
101675,17
101675,18
101675,19
101675,20
101675,21
101675,22
101675,23
101693,1
101709,1
101709,2
101709,3
101709,4
101709,5
101709,6
101709,7
101709,8
101709,9
101709,10
101709,11
101709,12
101709,13
101709,14
101709,15
101709,16
101709,17
101709,18
101709,19
101709,20
101709,21
101709,22
101709,23
101709,24
101709,25
101709,26
101709,27
101709,28
101709,29
101709,30
101709,31
101709,32
101709,33
101709,34
101709,35
101736,1
101736,2
101736,3
101736,4
101736,5
101736,6
101736,7
101736,8
101736,9
101736,10
101736,11
101736,12
101736,13
101736,14
101736,15
101736,16
101736,17
101736,18
101736,19
101736,20
101736,21
101736,22
101736,23
101736,24
101736,25
101879,1
101879,2
101879,3
101879,4
101879,5
101897,1
101897,2
101897,3
101897,4
101897,5
101897,6
101897,7
101897,8
101897,9
101897,10
101897,11
101897,12
101897,13
101897,14
101897,15
101897,16
101897,17
101897,18
101897,19
101897,20
101897,21
101912,1
101912,2
101912,3
101912,4
101912,5
101912,6
101912,7
101912,8
101912,9
101912,10
101912,11
101912,12
101912,13
101912,14
101912,15
101912,16
101912,17
101912,18
101912,19
101912,20
101912,21
101912,22
101912,23
101912,24
101912,25
101912,26
101912,27
101912,28
101912,29
101912,30
101912,31
101912,32
101949,1
101949,2
101949,3
101949,4
101949,5
101949,6
101949,7
101949,8
101994,1
101994,2
101994,3
101994,4
101994,5
101994,6
101994,7
101994,8
101994,9
101994,10
101994,11
101994,12
101994,13
101994,14
101994,15
102030,1
102030,2
102030,3
102030,4
102030,5
102030,6
102030,7
102030,8
102030,9
102030,10
102030,11
102030,12
102030,13
102030,14
102030,15
102030,16
102030,17
102030,18
102030,19
102030,20
102049,1
102049,2
102049,3
102049,4
102049,5
102049,6
102049,7
102049,8
102049,9
102049,10
102049,11
102049,12
102049,13
102049,14
102049,15
102049,16
102049,17
102049,18
102049,19
102049,20
102049,21
102049,22
102049,23
102049,24
102058,1
102058,2
102058,3
102058,4
102058,5
102058,6
102058,7
102058,8
102058,9
102058,10
102058,11
102058,12
102058,13
102058,14
102058,15
102058,16
102058,17
102058,18
102058,19
102058,20
102058,21
102058,22
102058,23
102058,24
102058,25
102058,26
102058,27
102058,28
102058,29
102058,30
102058,31
102058,32
102058,33
102058,34
102058,35
102058,36
102058,37
102067,1
102067,2
102067,3
102067,4
102067,5
102067,6
102067,7
102067,8
102067,9
102067,10
102067,11
102067,12
102067,13
102067,14
102067,15
102067,16
102067,17
102067,18
102067,19
102067,20
102067,21
102067,22
102067,23
102067,24
102067,25
102067,26
102067,27
102067,28
102067,29
102067,30
102067,31
102067,32
102076,1
102076,2
102076,3
102076,4
102076,5
102076,6
102076,7
102076,8
102076,9
102076,10
102076,11
102076,12
102076,13
102076,14
102076,15
102076,16
102076,17
102076,18
102076,19
102076,20
102076,21
102076,22
102076,23
102076,24
102076,25
102076,26
102094,1
102094,2
102094,3
102094,4
102094,5
102094,6
102094,7
102094,8
102094,9
102094,10
102094,11
102094,12
102094,13
102234,1
102234,2
102234,3
102234,4
102234,5
102234,6
102234,7
102234,8
102234,9
102234,10
102234,11
102234,12
102234,13
102234,14
102234,15
102234,16
102234,17
102234,18
102234,19
102234,20
102234,21
102234,22
102234,23
102234,24
102234,25
102234,26
102234,27
102270,1
102270,2
102270,3
102270,4
102270,5
102270,6
102270,7
102270,8
102270,9
102270,10
102270,11
102270,12
102270,13
102270,14
102270,15
102270,16
102270,17
102270,18
102270,19
102270,20
102270,21
102270,22
102298,1
102298,2
102298,3
102298,4
102298,5
102298,6
102298,7
102298,8
102298,9
102298,10
102298,11
102298,12
102298,13
102298,14
102298,15
102298,16
102298,17
102298,18
102298,19
102313,1
102313,2
102313,3
102313,4
102313,5
102313,6
102313,7
102368,1
102368,2
102368,3
102368,4
102368,5
102368,6
102368,7
102368,8
102368,9
102368,10
102368,11
102368,12
102368,13
102368,14
102368,15
102368,16
102368,17
102377,1
102377,2
102377,3
102377,4
102377,5
102377,6
102377,7
102377,8
102377,9
102395,1
102395,2
102395,3
102395,4
102395,5
102395,6
102395,7
102395,8
102395,9
102395,10
102395,11
102395,12
102429,1
102429,2
102429,3
102429,4
102429,5
102429,6
102429,7
102429,8
102429,9
102429,10
102429,11
102429,12
102429,13
102429,14
102429,15
102429,16
102429,17
102429,18
102429,19
102429,20
102429,21
102429,22
102429,23
102429,24
102429,25
102429,26
102429,27
102429,28
102429,29
102429,30
102429,31
102429,32
102553,1
102553,2
102553,3
102553,4
102553,5
102553,6
102553,7
102553,8
102580,1
102580,2
102580,3
102580,4
102580,5
102580,6
102580,7
102614,1
102614,2
102614,3
102614,4
102614,5
102614,6
102632,1
102632,2
102632,3
102632,4
102632,5
102632,6
102632,7
102632,8
102632,9
102632,10
102632,11
102632,12
102632,13
102632,14
102632,15
102632,16
102632,17
102632,18
102632,19
102632,20
102632,21
102632,22
102632,23
102632,24
102632,25
102632,26
102632,27
102632,28
102669,1
102669,2
102669,3
102669,4
102669,5
102669,6
102669,7
102669,8
102669,9
102669,10
102669,11
102669,12
102669,13
102669,14
102669,15
102669,16
102669,17
102669,18
102669,19
102669,20
102669,21
102669,22
102669,23
102669,24
102669,25
102669,26
102669,27
102711,1
102711,2
102711,3
102711,4
102711,5
102711,6
102711,7
102711,8
102711,9
102711,10
102711,11
102711,12
102711,13
102711,14
102711,15
102711,16
102711,17
102711,18
102711,19
102711,20
102711,21
102711,22
102711,23
102711,24
102711,25
102711,26
102711,27
102711,28
102711,29
102711,30
102711,31
102711,32
102711,33
102711,34
102711,35
102711,36
102711,37
102711,38
102845,1
102845,2
102845,3
102845,4
102845,5
102845,6
102845,7
102845,8
102845,9
102845,10
102845,11
102845,12
102845,13
102845,14
102845,15
102845,16
102845,17
102845,18
102845,19
102845,20
102845,21
102845,22
102845,23
102845,24
102845,25
102845,26
102845,27
102845,28
102845,29
102845,30
102845,31
102845,32
102845,33
102845,34
102845,35
102845,36
103501,1
103501,2
103501,3
103501,4
103501,5
103501,6
103501,7
103501,8
103501,9
103501,10
103501,11
103501,12
103741,1
103741,2
103741,3
103741,4
103741,5
103741,6
103741,7
103741,8
103741,9
103741,10
103741,11
103741,12
103741,13
103741,14
103741,15
103741,16
103741,17
103741,18
103741,19
103741,20
103741,21
103741,22
103741,23
103741,24
103741,25
103741,26
103741,27
103741,28
103741,29
103741,30
103741,31
103741,32
103741,33
103741,34
103741,35
103778,1
103778,2
103778,3
103778,4
103811,1
103811,2
103811,3
103811,4
103811,5
103811,6
103893,1
103893,2
103893,3
103893,4
103893,5
103893,6
103893,7
103893,8
103909,1
103909,2
103909,3
103909,4
103909,5
103909,6
103909,7
103909,8
103909,9
103909,10
103909,11
103927,1
103927,2
103927,3
103927,4
103927,5
103927,6
103927,7
103927,8
103927,9
103945,1
103945,2
103954,1
103954,2
103954,3
103954,4
103954,5
103954,6
103954,7
103954,8
103954,9
103954,10
103954,11
103954,12
103954,13
103954,14
103954,15
103954,16
103954,17
103954,18
103954,19
103954,20
103954,21
103954,22
103954,23
103954,24
103954,25
103954,26
103954,27
103954,28
103954,29
103954,30
103954,31
103954,32
103954,33
103963,1
103963,2
103963,3
103963,4
103963,5
103963,6
103963,7
103963,8
103963,9
103963,10
103963,11
103963,12
103963,13
103963,14
103963,15
103963,16
103963,17
103963,18
103963,19
103963,20
103963,21
103963,22
103963,23
103963,24
103963,25
103963,26
104090,1
104090,2
104090,3
104090,4
104090,5
104090,6
104090,7
104090,8
104090,9
104090,10
104090,11
104090,12
104090,13
104090,14
104090,15
104090,16
104090,17
104090,18
104090,19
104090,20
104090,21
104090,22
104090,23
104090,24
104090,25
104090,26
104090,27
104090,28
104090,29
104090,30
104090,31
104151,1
104151,2
104151,3
104151,4
104151,5
104151,6
104151,7
104151,8
104151,9
104151,10
104151,11
104151,12
104151,13
104151,14
104151,15
104151,16
104151,17
104151,18
104151,19
104160,1
104160,2
104160,3
104160,4
104160,5
104160,6
104160,7
104160,8
104160,9
104160,10
104160,11
104160,12
104160,13
104160,14
104160,15
104160,16
104160,17
104160,18
104160,19
104160,20
104160,21
104160,22
104160,23
104160,24
104160,25
104160,26
104160,27
104160,28
104179,1
104179,2
104179,3
104179,4
104179,5
104179,6
104179,7
104179,8
104179,9
104179,10
104188,1
104188,2
104188,3
104188,4
104188,5
104188,6
104188,7
104188,8
104346,1
104346,2
104346,3
104346,4
104346,5
104346,6
104346,7
104346,8
104346,9
104346,10
104346,11
104346,12
104346,13
104346,14
104346,15
104346,16
104346,17
104346,18
104346,19
104346,20
104391,1
104391,2
104391,3
104391,4
104425,1
104425,2
104425,3
104425,4
104425,5
104425,6
104425,7
104425,8
104425,9
104425,10
104434,1
104434,2
104434,3
104434,4
104434,5
104434,6
104443,1
104443,2
104443,3
104504,1
104504,2
104504,3
104504,4
104504,5
104504,6
104504,7
104504,8
104504,9
104504,10
104504,11
104504,12
104504,13
104504,14
104504,15
104568,1
104568,2
104568,3
104568,4
104568,5
104568,6
104568,7
104568,8
104568,9
104568,10
104568,11
104568,12
104568,13
104568,14
104568,15
104568,16
104568,17
104568,18
104568,19
104568,20
104568,21
104568,22
104568,23
104568,24
104568,25
104568,26
104568,27
104568,28
104568,29
104568,30
104568,31
104568,32
104577,1
104577,2
104577,3
104577,4
104577,5
104577,6
104577,7
104577,8
104577,9
104577,10
104577,11
104577,12
104577,13
104577,14
104577,15
104577,16
104577,17
104577,18
104577,19
104577,20
104577,21
104577,22
104577,23
104577,24
104577,25
104577,26
104577,27
104577,28
104577,29
104577,30
104577,31
104577,32
104577,33
104577,34
104577,35
104577,36
104586,1
104586,2
104586,3
104586,4
104586,5
104586,6
104586,7
104586,8
104586,9
104586,10
104586,11
104586,12
104586,13
104586,14
104586,15
104665,1
104665,2
104665,3
104665,4
104665,5
104665,6
104665,7
104708,1
104708,2
104708,3
104708,4
104708,5
104708,6
104708,7
104708,8
104708,9
104708,10
104708,11
104708,12
104708,13
104708,14
104708,15
104708,16
104708,17
104708,18
104708,19
104708,20
104708,21
104708,22
104708,23
104717,1
104717,2
104717,3
104717,4
104717,5
104717,6
104717,7
104717,8
104717,9
104717,10
104717,11
104717,12
104717,13
104717,14
104717,15
104717,16
105145,1
105145,2
105145,3
105145,4
105145,5
105145,6
105145,7
105145,8
105145,9
105145,10
105145,11
105145,12
105145,13
105154,1
105154,2
105154,3
105154,4
105154,5
105154,6
105154,7
105154,8
105154,9
105154,10
105154,11
105154,12
105154,13
105154,14
105154,15
105154,16
105154,17
105154,18
105154,19
105154,20
105154,21
105154,22
105154,23
105154,24
105154,25
105154,26
105154,27
105154,28
105154,29
105154,30
105206,1
105206,2
105215,1
105297,1
105297,2
105297,3
105297,4
105297,5
105297,6
105297,7
105297,8
105297,9
105297,10
105297,11
105297,12
105297,13
105297,14
105297,15
105297,16
105297,17
105297,18
105297,19
105297,20
105330,1
105330,2
105349,1
105349,2
105349,3
105349,4
105349,5
105349,6
105349,7
105349,8
105349,9
105349,10
105349,11
105349,12
105349,13
105349,14
105349,15
105349,16
105349,17
105349,18
105349,19
105349,20
105349,21
105349,22
105349,23
105349,24
105349,25
105349,26
105367,1
105367,2
105367,3
105367,4
105367,5
105367,6
105367,7
105367,8
105367,9
105367,10
105367,11
105367,12
105367,13
105367,14
105367,15
105367,16
105367,17
105367,18
105367,19
105367,20
105367,21
105367,22
105367,23
105367,24
105367,25
105367,26
105367,27
105367,28
105428,1
105428,2
105428,3
105428,4
105428,5
105482,1
105525,1
105525,2
105525,3
105525,4
105525,5
105525,6
105525,7
105525,8
105525,9
105525,10
105525,11
105534,1
105534,2
105534,3
105534,4
105534,5
105534,6
105534,7
105534,8
105534,9
105534,10
105534,11
105534,12
105534,13
105534,14
105534,15
105534,16
105534,17
105534,18
105534,19
105534,20
105534,21
105534,22
105534,23
105534,24
105534,25
105534,26
105534,27
105534,28
105534,29
105534,30
105534,31
105534,32
105543,1
105543,2
105543,3
105543,4
105543,5
105543,6
105543,7
105543,8
105543,9
105543,10
105543,11
105543,12
105543,13
105543,14
105543,15
105589,1
105589,2
105589,3
105589,4
105589,5
105589,6
105589,7
105589,8
105589,9
105589,10
105589,11
105589,12
105589,13
105589,14
105589,15
105589,16
105589,17
105589,18
105589,19
105589,20
105589,21
105589,22
105589,23
105589,24
105659,1
105659,2
105659,3
105659,4
105659,5
105659,6
105659,7
105668,1
105668,2
105668,3
105668,4
105668,5
105668,6
105668,7
105668,8
105668,9
105677,1
105677,2
105677,3
105677,4
105677,5
105677,6
105677,7
105677,8
105677,9
105677,10
105677,11
105677,12
105677,13
105701,1
105747,1
105747,2
105747,3
105747,4
105747,5
105747,6
105747,7
105747,8
105747,9
105747,10
105747,11
105747,12
105747,13
105747,14
105747,15
105747,16
105747,17
105792,1
105792,2
105792,3
105792,4
105792,5
105792,6
105792,7
105792,8
105792,9
105792,10
105792,11
105792,12
105792,13
105792,14
105792,15
105792,16
105792,17
105792,18
105792,19
105792,20
105792,21
105792,22
105792,23
105792,24
105792,25
105792,26
105792,27
105792,28
105792,29
105792,30
105792,31
105792,32
105792,33
105792,34
105899,1
105899,2
105899,3
105899,4
105899,5
105899,6
105899,7
106041,1
106041,2
106041,3
106041,4
106041,5
106041,6
106041,7
106041,8
106041,9
106041,10
106041,11
106041,12
106041,13
106041,14
106041,15
106041,16
106041,17
106041,18
106041,19
106041,20
106041,21
106041,22
106041,23
106041,24
106041,25
106041,26
106041,27
106041,28
106041,29
106041,30
106041,31
106041,32
106041,33
106041,34
106041,35
106102,1
106102,2
106102,3
106102,4
106102,5
106102,6
106102,7
106102,8
106102,9
106102,10
106102,11
106102,12
106102,13
106102,14
106102,15
106102,16
106102,17
106102,18
106102,19
106102,20
106102,21
106102,22
106111,1
106111,2
106111,3
106111,4
106111,5
106111,6
106111,7
106111,8
106111,9
106111,10
106111,11
106111,12
106111,13
106111,14
106111,15
106111,16
106111,17
106111,18
106111,19
106111,20
106111,21
106111,22
106111,23
106111,24
106111,25
106111,26
106111,27
106111,28
106111,29
106111,30
106111,31
106111,32
106148,1
106245,1
106245,2
106245,3
106245,4
106245,5
106245,6
106245,7
106245,8
106245,9
106245,10
106245,11
106245,12
106245,13
106263,1
106263,2
106263,3
106263,4
106306,1
106306,2
106306,3
106306,4
106306,5
106306,6
106306,7
106306,8
106306,9
106306,10
106306,11
106306,12
106306,13
106306,14
106306,15
106306,16
106315,1
106315,2
106315,3
106315,4
106315,5
106324,1
106324,2
106324,3
106324,4
106324,5
106324,6
106324,7
106324,8
106324,9
106324,10
106324,11
106324,12
106324,13
106324,14
106324,15
106324,16
106324,17
106324,18
106324,19
106324,20
106324,21
106324,22
106324,23
106324,24
106324,25
106324,26
106324,27
106324,28
106342,1
106342,2
106342,3
106342,4
106342,5
106342,6
106342,7
106342,8
106342,9
106342,10
106342,11
106342,12
106342,13
106342,14
106342,15
106342,16
106342,17
106342,18
106342,19
106342,20
106342,21
106342,22
106342,23
106342,24
106342,25
106342,26
106342,27
106351,1
106351,2
106351,3
106351,4
106351,5
106351,6
106351,7
106351,8
106351,9
106351,10
106351,11
106351,12
106351,13
106351,14
106351,15
106351,16
106351,17
106351,18
106351,19
106351,20
106351,21
106351,22
106351,23
106351,24
106351,25
106351,26
106351,27
106360,1
106360,2
106360,3
106360,4
106360,5
106360,6
106360,7
106360,8
106360,9
106360,10
106360,11
106360,12
106360,13
106360,14
106360,15
106360,16
106360,17
106360,18
106360,19
106360,20
106360,21
106360,22
106360,23
106360,24
106397,1
106397,2
106397,3
106397,4
106397,5
106397,6
106397,7
106397,8
106397,9
106397,10
106397,11
106397,12
106397,13
106397,14
106397,15
106397,16
106397,17
106397,18
106397,19
106397,20
106397,21
106397,22
106397,23
106397,24
106397,25
106397,26
106397,27
106397,28
106397,29
106397,30
106397,31
106397,32
106397,33
106397,34
106397,35
106397,36
106412,1
106412,2
106412,3
106412,4
106412,5
106412,6
106412,7
106412,8
106412,9
106412,10
106412,11
106412,12
106412,13
106412,14
106412,15
106412,16
106412,17
106412,18
106412,19
106412,20
106412,21
106412,22
106412,23
106449,1
106449,2
106449,3
106449,4
106449,5
106449,6
106449,7
106449,8
106449,9
106449,10
106449,11
106449,12
106449,13
106449,14
106449,15
106449,16
106449,17
106449,18
106449,19
106449,20
106449,21
106449,22
106449,23
106449,24
106449,25
106449,26
106458,1
106458,2
106458,3
106458,4
106458,5
106458,6
106458,7
106458,8
106458,9
106458,10
106458,11
106458,12
106458,13
106458,14
106458,15
106458,16
106458,17
106458,18
106458,19
106458,20
106458,21
106458,22
106458,23
106458,24
106467,1
106467,2
106467,3
106467,4
106467,5
106467,6
106485,1
106485,2
106485,3
106485,4
106485,5
106485,6
106485,7
106485,8
106485,9
106485,10
106485,11
106485,12
106485,13
106485,14
106485,15
106485,16
106485,17
106494,1
106494,2
106494,3
106494,4
106494,5
106494,6
106494,7
106494,8
106494,9
106494,10
106494,11
106494,12
106494,13
106494,14
106494,15
106494,16
106494,17
106494,18
106494,19
106494,20
106494,21
106494,22
106494,23
106494,24
106494,25
106494,26
106494,27
106494,28
106546,1
106546,2
106546,3
106546,4
106625,1
106625,2
106625,3
106704,1
106704,2
106704,3
106704,4
106704,5
106704,6
106704,7
106704,8
106704,9
106704,10
106704,11
106704,12
106704,13
106704,14
106704,15
106704,16
106704,17
106704,18
106704,19
106704,20
106713,1
106713,2
106713,3
106713,4
106713,5
106713,6
106713,7
106713,8
106713,9
106713,10
106713,11
106713,12
106713,13
106713,14
106713,15
106713,16
106713,17
106713,18
106713,19
106713,20
106713,21
106795,1
106795,2
106795,3
106795,4
106795,5
106795,6
106795,7
106795,8
106795,9
106795,10
106795,11
106795,12
106795,13
106795,14
106795,15
106810,1
106810,2
106810,3
106810,4
106810,5
106810,6
106810,7
106810,8
106810,9
106810,10
106810,11
106810,12
106810,13
106810,14
106810,15
106810,16
106810,17
106810,18
106829,1
106829,2
106829,3
106829,4
106829,5
106829,6
106829,7
106829,8
106829,9
106829,10
106829,11
106829,12
106829,13
106829,14
106829,15
106829,16
106883,1
106883,2
106883,3
106883,4
106883,5
106883,6
106883,7
106883,8
106883,9
106883,10
106883,11
106883,12
106883,13
106883,14
106883,15
106883,16
106883,17
106883,18
106883,19
106883,20
106883,21
106892,1
106892,2
106892,3
106892,4
106892,5
106892,6
106892,7
106892,8
106892,9
106892,10
106892,11
106892,12
106892,13
106892,14
106892,15
106892,16
106892,17
106892,18
106892,19
106892,20
106892,21
106892,22
106892,23
106892,24
106892,25
106892,26
106892,27
106892,28
106892,29
106892,30
106892,31
106892,32
106908,1
106908,2
106908,3
106908,4
106908,5
106908,6
106908,7
106908,8
106908,9
106908,10
106908,11
106908,12
106908,13
106908,14
106908,15
106980,1
106980,2
106980,3
106980,4
106980,5
106980,6
106980,7
106980,8
106980,9
106980,10
106980,11
106980,12
106999,1
106999,2
106999,3
106999,4
106999,5
106999,6
106999,7
106999,8
106999,9
106999,10
106999,11
106999,12
106999,13
106999,14
107044,1
107044,2
107044,3
107044,4
107044,5
107044,6
107044,7
107044,8
107044,9
107044,10
107044,11
107044,12
107044,13
107044,14
107044,15
107044,16
107044,17
107071,1
107071,2
107071,3
107071,4
107071,5
107071,6
107071,7
107071,8
107071,9
107071,10
107071,11
107071,12
107071,13
107071,14
107071,15
107071,16
107080,1
107080,2
107080,3
107080,4
107099,1
107099,2
107099,3
107099,4
107099,5
107099,6
107099,7
107099,8
107099,9
107099,10
107099,11
107099,12
107099,13
107099,14
107099,15
107099,16
107099,17
107099,18
107099,19
107123,1
107123,2
107123,3
107123,4
107123,5
107123,6
107123,7
107123,8
107123,9
107123,10
107123,11
107123,12
107123,13
107123,14
107123,15
107123,16
107123,17
107123,18
107123,19
107123,20
107123,21
107123,22
107123,23
107123,24
107123,25
107123,26
107141,1
107141,2
107141,3
107141,4
107141,5
107141,6
107141,7
107141,8
107141,9
107141,10
107141,11
107141,12
107141,13
107141,14
107141,15
107141,16
107141,17
107141,18
107141,19
107141,20
107141,21
107141,22
107141,23
107141,24
107141,25
107141,26
107141,27
107141,28
107141,29
107141,30
107141,31
107141,32
107141,33
107141,34
107141,35
107220,1
107220,2
107220,3
107220,4
107220,5
107220,6
107220,7
107220,8
107220,9
107220,10
107220,11
107220,12
107220,13
107220,14
107220,15
107220,16
107220,17
107220,18
107220,19
107220,20
107220,21
107220,22
107220,23
107220,24
107220,25
107220,26
107220,27
107220,28
107220,29
107220,30
107220,31
107293,1
107293,2
107293,3
107293,4
107293,5
107293,6
107293,7
107293,8
107293,9
107293,10
107293,11
107293,12
107293,13
107293,14
107293,15
107293,16
107318,1
107318,2
107318,3
107318,4
107318,5
107318,6
107318,7
107318,8
107318,9
107318,10
107318,11
107318,12
107318,13
107318,14
107327,1
107327,2
107327,3
107442,1
107442,2
107442,3
107442,4
107460,1
107460,2
107460,3
107460,4
107460,5
107460,6
107460,7
107460,8
107460,9
107460,10
107460,11
107460,12
107460,13
107460,14
107460,15
107488,1
107488,2
107488,3
107488,4
107488,5
107488,6
107488,7
107488,8
107488,9
107488,10
107488,11
107488,12
107488,13
107488,14
107488,15
107488,16
107488,17
107488,18
107488,19
107488,20
107488,21
107488,22
107488,23
107488,24
107488,25
107488,26
107488,27
107488,28
107488,29
107488,30
107488,31
107488,32
107488,33
107488,34
107488,35
107488,36
107512,1
107512,2
107512,3
107512,4
107512,5
107512,6
107512,7
107512,8
107512,9
107512,10
107512,11
107512,12
107512,13
107512,14
107512,15
107512,16
107512,17
107512,18
107512,19
107512,20
107512,21
107512,22
107512,23
107512,24
107512,25
107512,26
107512,27
107512,28
107512,29
107512,30
107512,31
107512,32
107521,1
107521,2
107521,3
107521,4
107521,5
107521,6
